Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-23 00:00:00-05:00,"11,53","13,37","11,52","12,77",0,"0,00","0,00"
2024-05-24 00:00:00-05:00,"12,86","12,89","11,89","11,93",0,"0,00","0,00"
2024-05-28 00:00:00-05:00,"12,51","13,44","12,36","12,92",0,"0,00","0,00"
2024-05-29 00:00:00-05:00,"13,75","14,32","13,69","14,28",0,"0,00","0,00"
2024-05-30 00:00:00-05:00,"14,82","14,88","13,67","14,47",0,"0,00","0,00"
2024-05-31 00:00:00-05:00,"14,50","14,87","12,84","12,92",0,"0,00","0,00"
2024-06-03 00:00:00-05:00,"13,08","14,31","13,00","13,11",0,"0,00","0,00"
2024-06-04 00:00:00-05:00,"13,51","14,08","13,11","13,16",0,"0,00","0,00"
2024-06-05 00:00:00-05:00,"13,14","13,25","12,60","12,63",0,"0,00","0,00"
2024-06-06 00:00:00-05:00,"12,75","12,98","12,54","12,58",0,"0,00","0,00"
2024-06-07 00:00:00-05:00,"12,69","13,08","12,11","12,22",0,"0,00","0,00"
2024-06-10 00:00:00-05:00,"13,09","13,28","12,62","12,74",0,"0,00","0,00"
2024-06-11 00:00:00-05:00,"12,85","13,47","12,78","12,85",0,"0,00","0,00"
2024-06-12 00:00:00-05:00,"13,10","13,15","11,94","12,04",0,"0,00","0,00"
2024-06-13 00:00:00-05:00,"12,05","12,68","11,88","11,94",0,"0,00","0,00"
2024-06-14 00:00:00-05:00,"12,22","13,45","12,12","12,66",0,"0,00","0,00"
2024-06-17 00:00:00-05:00,"13,07","13,29","12,50","12,75",0,"0,00","0,00"
2024-06-18 00:00:00-05:00,"12,70","12,74","12,24","12,30",0,"0,00","0,00"
2024-06-20 00:00:00-05:00,"12,50","13,55","12,18","13,28",0,"0,00","0,00"
2024-06-21 00:00:00-05:00,"13,22","13,78","12,99","13,20",0,"0,00","0,00"
2024-06-24 00:00:00-05:00,"13,85","13,88","13,15","13,33",0,"0,00","0,00"
2024-06-25 00:00:00-05:00,"13,48","13,52","12,84","12,84",0,"0,00","0,00"
2024-06-26 00:00:00-05:00,"12,81","13,24","12,37","12,55",0,"0,00","0,00"
2024-06-27 00:00:00-05:00,"12,69","12,77","12,21","12,24",0,"0,00","0,00"
2024-06-28 00:00:00-05:00,"12,24","12,76","11,87","12,44",0,"0,00","0,00"
2024-07-01 00:00:00-05:00,"12,98","13,26","12,10","12,22",0,"0,00","0,00"
2024-07-02 00:00:00-05:00,"12,67","12,88","11,85","12,03",0,"0,00","0,00"
2024-07-03 00:00:00-05:00,"12,13","12,23","11,95","12,09",0,"0,00","0,00"
2024-07-05 00:00:00-05:00,"12,37","12,61","11,84","12,48",0,"0,00","0,00"
2024-07-08 00:00:00-05:00,"12,91","12,91","12,31","12,37",0,"0,00","0,00"
2024-07-09 00:00:00-05:00,"12,48","12,61","12,35","12,51",0,"0,00","0,00"
2024-07-10 00:00:00-05:00,"12,51","12,92","12,39","12,85",0,"0,00","0,00"
2024-07-11 00:00:00-05:00,"12,88","13,33","12,23","12,92",0,"0,00","0,00"
2024-07-12 00:00:00-05:00,"12,87","12,89","12,11","12,46",0,"0,00","0,00"
2024-07-15 00:00:00-05:00,"12,78","13,26","12,75","13,12",0,"0,00","0,00"
2024-07-16 00:00:00-05:00,"13,38","13,47","12,95","13,19",0,"0,00","0,00"
2024-07-17 00:00:00-05:00,"13,60","14,88","13,54","14,48",0,"0,00","0,00"
2024-07-18 00:00:00-05:00,"14,27","16,43","14,08","15,93",0,"0,00","0,00"
2024-07-19 00:00:00-05:00,"16,44","17,19","10,62","16,52",0,"0,00","0,00"
2024-07-22 00:00:00-05:00,"16,79","16,89","14,75","14,91",0,"0,00","0,00"
2024-07-23 00:00:00-05:00,"15,21","15,35","13,90","14,72",0,"0,00","0,00"
2024-07-24 00:00:00-05:00,"15,35","18,46","15,18","18,04",0,"0,00","0,00"
2024-07-25 00:00:00-05:00,"18,41","19,36","16,42","18,46",0,"0,00","0,00"
2024-07-26 00:00:00-05:00,"17,97","18,05","16,37","16,39",0,"0,00","0,00"
2024-07-29 00:00:00-05:00,"16,59","17,21","16,23","16,60",0,"0,00","0,00"
2024-07-30 00:00:00-05:00,"16,64","18,32","16,26","17,69",0,"0,00","0,00"
2024-07-31 00:00:00-05:00,"16,66","16,77","15,71","16,36",0,"0,00","0,00"
2024-08-01 00:00:00-05:00,"16,20","19,48","15,95","18,59",0,"0,00","0,00"
2024-08-02 00:00:00-05:00,"20,52","29,66","20,01","23,39",0,"0,00","0,00"
2024-08-05 00:00:00-05:00,"23,39","65,73","23,39","38,57",0,"0,00","0,00"
2024-08-06 00:00:00-05:00,"33,71","34,77","24,02","27,71",0,"0,00","0,00"
2024-08-07 00:00:00-05:00,"24,77","29,76","21,97","27,85",0,"0,00","0,00"
2024-08-08 00:00:00-05:00,"28,34","29,47","23,36","23,79",0,"0,00","0,00"
2024-08-09 00:00:00-05:00,"23,78","24,52","20,26","20,37",0,"0,00","0,00"
2024-08-12 00:00:00-05:00,"20,79","21,19","18,89","20,71",0,"0,00","0,00"
2024-08-13 00:00:00-05:00,"20,06","20,79","17,95","18,12",0,"0,00","0,00"
2024-08-14 00:00:00-05:00,"18,41","18,49","16,12","16,19",0,"0,00","0,00"
2024-08-15 00:00:00-05:00,"16,27","16,68","14,77","15,23",0,"0,00","0,00"
2024-08-16 00:00:00-05:00,"15,29","15,76","14,65","14,80",0,"0,00","0,00"
2024-08-19 00:00:00-05:00,"15,94","16,07","14,46","14,65",0,"0,00","0,00"
2024-08-20 00:00:00-05:00,"14,89","15,93","14,78","15,88",0,"0,00","0,00"
2024-08-21 00:00:00-05:00,"16,25","17,17","15,92","16,27",0,"0,00","0,00"
2024-08-22 00:00:00-05:00,"16,27","18,06","15,76","17,55",0,"0,00","0,00"
2024-08-23 00:00:00-05:00,"17,12","17,21","15,61","15,86",0,"0,00","0,00"
2024-08-26 00:00:00-05:00,"16,27","16,67","15,81","16,15",0,"0,00","0,00"
2024-08-27 00:00:00-05:00,"16,21","16,81","15,37","15,43",0,"0,00","0,00"
2024-08-28 00:00:00-05:00,"15,51","17,89","15,46","17,11",0,"0,00","0,00"
2024-08-29 00:00:00-05:00,"16,54","16,57","15,19","15,65",0,"0,00","0,00"
2024-08-30 00:00:00-05:00,"15,67","16,04","14,78","15,00",0,"0,00","0,00"
2024-09-03 00:00:00-05:00,"15,76","21,99","15,71","20,72",0,"0,00","0,00"
2024-09-04 00:00:00-05:00,"23,20","23,31","19,34","21,32",0,"0,00","0,00"
2024-09-05 00:00:00-05:00,"20,75","21,53","19,21","19,90",0,"0,00","0,00"
2024-09-06 00:00:00-05:00,"21,98","23,76","18,83","22,38",0,"0,00","0,00"
2024-09-09 00:00:00-05:00,"21,32","21,41","19,29","19,45",0,"0,00","0,00"
2024-09-10 00:00:00-05:00,"19,86","20,74","18,90","19,08",0,"0,00","0,00"
2024-09-11 00:00:00-05:00,"19,41","21,41","17,55","17,69",0,"0,00","0,00"
2024-09-12 00:00:00-05:00,"17,62","18,59","16,89","17,07",0,"0,00","0,00"
2024-09-13 00:00:00-05:00,"17,03","17,18","16,23","16,56",0,"0,00","0,00"
2024-09-16 00:00:00-05:00,"17,16","17,69","16,91","17,14",0,"0,00","0,00"
2024-09-17 00:00:00-05:00,"17,16","18,08","16,67","17,61",0,"0,00","0,00"
2024-09-18 00:00:00-05:00,"17,58","19,39","17,11","18,23",0,"0,00","0,00"
2024-09-19 00:00:00-05:00,"17,21","17,27","16,21","16,33",0,"0,00","0,00"
2024-09-20 00:00:00-05:00,"16,35","16,68","15,81","16,15",0,"0,00","0,00"
2024-09-23 00:00:00-05:00,"16,71","16,95","15,75","15,89",0,"0,00","0,00"
2024-09-24 00:00:00-05:00,"15,87","16,67","15,27","15,39",0,"0,00","0,00"
2024-09-25 00:00:00-05:00,"15,82","15,82","15,17","15,41",0,"0,00","0,00"
2024-09-26 00:00:00-05:00,"15,06","15,83","14,90","15,37",0,"0,00","0,00"
2024-09-27 00:00:00-05:00,"15,64","16,97","15,20","16,96",0,"0,00","0,00"
2024-09-30 00:00:00-05:00,"17,01","17,79","16,47","16,73",0,"0,00","0,00"
2024-10-01 00:00:00-05:00,"16,96","20,73","16,61","19,26",0,"0,00","0,00"
2024-10-02 00:00:00-05:00,"19,65","20,36","18,58","18,90",0,"0,00","0,00"
2024-10-03 00:00:00-05:00,"19,63","20,75","19,16","20,49",0,"0,00","0,00"
2024-10-04 00:00:00-05:00,"20,48","20,48","18,48","19,21",0,"0,00","0,00"
2024-10-07 00:00:00-05:00,"20,76","23,03","20,65","22,64",0,"0,00","0,00"
2024-10-08 00:00:00-05:00,"22,92","23,14","21,14","21,42",0,"0,00","0,00"
2024-10-09 00:00:00-05:00,"21,98","22,01","20,71","20,86",0,"0,00","0,00"
2024-10-10 00:00:00-05:00,"20,91","21,39","20,64","20,93",0,"0,00","0,00"
2024-10-11 00:00:00-05:00,"20,87","21,16","20,14","20,46",0,"0,00","0,00"
2024-10-14 00:00:00-05:00,"20,86","20,86","19,69","19,70",0,"0,00","0,00"
2024-10-15 00:00:00-05:00,"19,61","20,89","19,44","20,64",0,"0,00","0,00"
2024-10-16 00:00:00-05:00,"20,77","21,01","19,45","19,58",0,"0,00","0,00"
2024-10-17 00:00:00-05:00,"19,55","19,65","18,88","19,11",0,"0,00","0,00"
2024-10-18 00:00:00-05:00,"19,30","19,32","17,99","18,03",0,"0,00","0,00"
2024-10-21 00:00:00-05:00,"18,78","19,34","18,36","18,37",0,"0,00","0,00"
2024-10-22 00:00:00-05:00,"18,79","19,44","18,05","18,20",0,"0,00","0,00"
2024-10-23 00:00:00-05:00,"18,21","20,47","18,18","19,24",0,"0,00","0,00"
2024-10-24 00:00:00-05:00,"18,87","20,24","18,63","19,08",0,"0,00","0,00"
2024-10-25 00:00:00-05:00,"19,22","20,51","18,23","20,33",0,"0,00","0,00"
2024-10-28 00:00:00-05:00,"19,11","19,88","18,91","19,80",0,"0,00","0,00"
2024-10-29 00:00:00-05:00,"19,75","20,53","19,06","19,34",0,"0,00","0,00"
2024-10-30 00:00:00-05:00,"19,33","20,44","19,30","20,35",0,"0,00","0,00"
2024-10-31 00:00:00-05:00,"21,44","23,42","21,12","23,16",0,"0,00","0,00"
2024-11-01 00:00:00-05:00,"22,96","23,09","21,16","21,88",0,"0,00","0,00"
2024-11-04 00:00:00-06:00,"22,50","23,07","21,73","21,98",0,"0,00","0,00"
2024-11-05 00:00:00-06:00,"21,98","22,06","20,20","20,49",0,"0,00","0,00"
2024-11-06 00:00:00-06:00,"16,06","16,82","15,44","16,27",0,"0,00","0,00"
2024-11-07 00:00:00-06:00,"15,86","15,86","15,13","15,20",0,"0,00","0,00"
2024-11-08 00:00:00-06:00,"15,13","15,33","14,66","14,94",0,"0,00","0,00"
2024-11-11 00:00:00-06:00,"15,33","15,56","14,89","14,97",0,"0,00","0,00"
2024-11-12 00:00:00-06:00,"15,09","15,37","14,69","14,71",0,"0,00","0,00"
2024-11-13 00:00:00-06:00,"15,09","15,26","13,77","14,02",0,"0,00","0,00"
2024-11-14 00:00:00-06:00,"14,17","14,32","13,59","14,31",0,"0,00","0,00"
2024-11-15 00:00:00-06:00,"15,02","17,55","14,56","16,14",0,"0,00","0,00"
2024-11-18 00:00:00-06:00,"16,60","17,00","15,35","15,58",0,"0,00","0,00"
2024-11-19 00:00:00-06:00,"15,44","17,93","15,37","16,35",0,"0,00","0,00"
2024-11-20 00:00:00-06:00,"16,19","18,79","16,04","17,16",0,"0,00","0,00"
2024-11-21 00:00:00-06:00,"17,10","17,99","15,73","16,87",0,"0,00","0,00"
2024-11-22 00:00:00-06:00,"16,67","17,56","15,24","15,24",0,"0,00","0,00"
2024-11-25 00:00:00-06:00,"15,23","15,72","14,54","14,60",0,"0,00","0,00"
2024-11-26 00:00:00-06:00,"14,95","15,03","13,88","14,10",0,"0,00","0,00"
2024-11-27 00:00:00-06:00,"14,28","15,13","13,96","14,10",0,"0,00","0,00"
2024-11-29 00:00:00-06:00,"14,00","14,15","13,49","13,51",0,"0,00","0,00"
2024-12-02 00:00:00-06:00,"14,08","14,10","13,30","13,34",0,"0,00","0,00"
2024-12-03 00:00:00-06:00,"13,38","13,77","13,19","13,30",0,"0,00","0,00"
2024-12-04 00:00:00-06:00,"13,16","13,61","12,89","13,45",0,"0,00","0,00"
2024-12-05 00:00:00-06:00,"13,46","13,70","13,26","13,54",0,"0,00","0,00"
2024-12-06 00:00:00-06:00,"13,62","13,74","12,70","12,77",0,"0,00","0,00"
2024-12-09 00:00:00-06:00,"13,36","14,23","13,35","14,19",0,"0,00","0,00"
2024-12-10 00:00:00-06:00,"14,30","14,54","13,86","14,18",0,"0,00","0,00"
2024-12-11 00:00:00-06:00,"14,42","14,43","13,52","13,58",0,"0,00","0,00"
2024-12-12 00:00:00-06:00,"13,73","13,95","13,39","13,92",0,"0,00","0,00"
2024-12-13 00:00:00-06:00,"13,57","14,25","13,24","13,81",0,"0,00","0,00"
2024-12-16 00:00:00-06:00,"14,37","14,69","13,99","14,69",0,"0,00","0,00"
2024-12-17 00:00:00-06:00,"14,98","15,94","14,78","15,87",0,"0,00","0,00"
2024-12-18 00:00:00-06:00,"15,57","28,32","14,82","27,62",0,"0,00","0,00"
2024-12-19 00:00:00-06:00,"21,61","24,12","20,16","24,09",0,"0,00","0,00"
2024-12-20 00:00:00-06:00,"24,14","26,51","17,82","18,36",0,"0,00","0,00"
2024-12-23 00:00:00-06:00,"18,09","20,02","16,74","16,78",0,"0,00","0,00"
2024-12-24 00:00:00-06:00,"16,97","17,04","14,27","14,27",0,"0,00","0,00"
2024-12-26 00:00:00-06:00,"14,99","15,93","14,55","14,73",0,"0,00","0,00"
2024-12-27 00:00:00-06:00,"15,38","18,45","15,29","15,95",0,"0,00","0,00"
2024-12-30 00:00:00-06:00,"17,21","19,22","16,44","17,40",0,"0,00","0,00"
2024-12-31 00:00:00-06:00,"17,39","17,81","16,68","17,35",0,"0,00","0,00"
2025-01-02 00:00:00-06:00,"17,21","19,50","16,96","17,93",0,"0,00","0,00"
2025-01-03 00:00:00-06:00,"17,66","17,94","16,11","16,13",0,"0,00","0,00"
2025-01-06 00:00:00-06:00,"16,77","16,87","15,71","16,04",0,"0,00","0,00"
2025-01-07 00:00:00-06:00,"16,48","18,90","15,79","17,82",0,"0,00","0,00"
2025-01-08 00:00:00-06:00,"17,91","19,50","17,37","17,70",0,"0,00","0,00"
2025-01-10 00:00:00-06:00,"18,29","20,31","18,05","19,54",0,"0,00","0,00"
2025-01-13 00:00:00-06:00,"21,18","22,04","19,15","19,19",0,"0,00","0,00"
2025-01-14 00:00:00-06:00,"18,79","19,66","18,24","18,71",0,"0,00","0,00"
2025-01-15 00:00:00-06:00,"19,08","19,14","15,96","16,12",0,"0,00","0,00"
2025-01-16 00:00:00-06:00,"15,87","16,60","15,64","16,60",0,"0,00","0,00"
2025-01-17 00:00:00-06:00,"16,19","16,23","15,53","15,97",0,"0,00","0,00"
2025-01-21 00:00:00-06:00,"16,29","16,29","14,93","15,06",0,"0,00","0,00"
2025-01-22 00:00:00-06:00,"14,89","15,29","14,59","15,10",0,"0,00","0,00"
2025-01-23 00:00:00-06:00,"15,28","15,39","14,59","15,02",0,"0,00","0,00"
2025-01-24 00:00:00-06:00,"15,02","15,16","14,58","14,85",0,"0,00","0,00"
2025-01-27 00:00:00-06:00,"18,83","22,51","17,57","17,90",0,"0,00","0,00"
2025-01-28 00:00:00-06:00,"18,29","18,39","16,25","16,41",0,"0,00","0,00"
2025-01-29 00:00:00-06:00,"16,42","18,08","16,17","16,56",0,"0,00","0,00"
2025-01-30 00:00:00-06:00,"15,93","16,42","15,32","15,84",0,"0,00","0,00"
2025-01-31 00:00:00-06:00,"15,45","17,09","14,90","16,43",0,"0,00","0,00"
2025-02-03 00:00:00-06:00,"20,36","20,42","17,66","18,62",0,"0,00","0,00"
2025-02-04 00:00:00-06:00,"18,78","19,11","16,78","17,21",0,"0,00","0,00"
2025-02-05 00:00:00-06:00,"17,54","17,75","15,77","15,77",0,"0,00","0,00"
2025-02-06 00:00:00-06:00,"15,88","16,15","14,99","15,50",0,"0,00","0,00"
2025-02-07 00:00:00-06:00,"15,38","16,66","14,79","16,54",0,"0,00","0,00"
2025-02-10 00:00:00-06:00,"16,58","16,61","15,70","15,81",0,"0,00","0,00"
2025-02-11 00:00:00-06:00,"16,13","16,42","15,75","16,02",0,"0,00","0,00"
2025-02-12 00:00:00-06:00,"15,91","17,18","15,64","15,89",0,"0,00","0,00"
2025-02-13 00:00:00-06:00,"15,97","16,33","14,98","15,10",0,"0,00","0,00"
2025-02-14 00:00:00-06:00,"15,08","15,42","14,74","14,77",0,"0,00","0,00"
2025-02-18 00:00:00-06:00,"15,57","16,03","15,35","15,35",0,"0,00","0,00"
2025-02-19 00:00:00-06:00,"15,14","15,96","15,05","15,27",0,"0,00","0,00"
2025-02-20 00:00:00-06:00,"15,61","16,63","15,12","15,66",0,"0,00","0,00"
2025-02-21 00:00:00-06:00,"15,63","19,03","15,28","18,21",0,"0,00","0,00"
2025-02-24 00:00:00-06:00,"18,08","20,24","17,31","18,98",0,"0,00","0,00"
2025-02-25 00:00:00-06:00,"19,09","21,48","18,85","19,43",0,"0,00","0,00"
2025-02-26 00:00:00-06:00,"18,96","20,06","17,83","19,10",0,"0,00","0,00"
2025-02-27 00:00:00-06:00,"18,25","21,47","17,67","21,13",0,"0,00","0,00"
2025-02-28 00:00:00-06:00,"21,21","22,40","19,05","19,63",0,"0,00","0,00"
2025-03-03 00:00:00-06:00,"19,83","24,31","19,25","22,78",0,"0,00","0,00"
2025-03-04 00:00:00-06:00,"22,96","26,35","21,71","23,51",0,"0,00","0,00"
2025-03-05 00:00:00-06:00,"23,03","24,84","21,37","21,93",0,"0,00","0,00"
2025-03-06 00:00:00-06:00,"22,60","25,92","22,39","24,87",0,"0,00","0,00"
2025-03-07 00:00:00-06:00,"24,85","26,56","23,09","23,37",0,"0,00","0,00"
2025-03-10 00:00:00-05:00,"24,70","29,56","24,68","27,86",0,"0,00","0,00"
2025-03-11 00:00:00-05:00,"27,94","29,57","26,18","26,92",0,"0,00","0,00"
2025-03-12 00:00:00-05:00,"26,88","26,91","23,89","24,23",0,"0,00","0,00"
2025-03-13 00:00:00-05:00,"24,92","26,13","23,46","24,66",0,"0,00","0,00"
2025-03-14 00:00:00-05:00,"24,35","24,36","21,48","21,77",0,"0,00","0,00"
2025-03-17 00:00:00-05:00,"22,89","22,95","20,32","20,51",0,"0,00","0,00"
2025-03-18 00:00:00-05:00,"20,83","22,57","20,41","21,70",0,"0,00","0,00"
2025-03-19 00:00:00-05:00,"21,84","22,10","19,42","19,90",0,"0,00","0,00"
2025-03-20 00:00:00-05:00,"19,52","21,17","19,30","19,80",0,"0,00","0,00"
2025-03-21 00:00:00-05:00,"20,02","21,14","19,15","19,28",0,"0,00","0,00"
2025-03-24 00:00:00-05:00,"19,13","19,14","17,46","17,48",0,"0,00","0,00"
2025-03-25 00:00:00-05:00,"17,58","17,77","17,02","17,15",0,"0,00","0,00"
2025-03-26 00:00:00-05:00,"17,23","19,07","16,97","18,33",0,"0,00","0,00"
2025-03-27 00:00:00-05:00,"18,36","19,28","17,95","18,69",0,"0,00","0,00"
2025-03-28 00:00:00-05:00,"19,08","22,18","18,92","21,65",0,"0,00","0,00"
2025-03-31 00:00:00-05:00,"24,11","24,80","21,67","22,28",0,"0,00","0,00"
2025-04-01 00:00:00-05:00,"22,06","23,52","21,58","21,77",0,"0,00","0,00"
2025-04-02 00:00:00-05:00,"22,30","23,66","20,68","21,51",0,"0,00","0,00"
2025-04-03 00:00:00-05:00,"26,38","30,02","24,93","30,02",0,"0,00","0,00"
2025-04-04 00:00:00-05:00,"30,12","45,61","29,99","45,31",0,"0,00","0,00"
2025-04-07 00:00:00-05:00,"60,13","60,13","38,58","46,98",0,"0,00","0,00"
2025-04-08 00:00:00-05:00,"44,04","57,52","36,48","52,33",0,"0,00","0,00"
2025-04-09 00:00:00-05:00,"50,98","57,96","31,90","33,62",0,"0,00","0,00"
2025-04-10 00:00:00-05:00,"34,44","54,87","34,44","40,72",0,"0,00","0,00"
2025-04-11 00:00:00-05:00,"40,80","46,12","36,85","37,56",0,"0,00","0,00"
2025-04-14 00:00:00-05:00,"34,76","35,17","29,75","30,89",0,"0,00","0,00"
2025-04-15 00:00:00-05:00,"30,01","31,45","28,29","30,12",0,"0,00","0,00"
2025-04-16 00:00:00-05:00,"33,24","34,96","29,48","32,64",0,"0,00","0,00"
2025-04-17 00:00:00-05:00,"30,79","32,55","29,57","29,65",0,"0,00","0,00"
2025-04-21 00:00:00-05:00,"32,75","35,75","31,79","33,82",0,"0,00","0,00"
2025-04-22 00:00:00-05:00,"32,61","32,68","30,08","30,57",0,"0,00","0,00"
2025-04-23 00:00:00-05:00,"28,75","30,29","27,11","28,45",0,"0,00","0,00"
2025-04-24 00:00:00-05:00,"28,69","29,66","26,36","26,47",0,"0,00","0,00"
2025-04-25 00:00:00-05:00,"26,22","27,20","24,84","24,84",0,"0,00","0,00"
2025-04-28 00:00:00-05:00,"25,75","26,93","24,70","25,15",0,"0,00","0,00"
2025-04-29 00:00:00-05:00,"24,76","25,99","23,76","24,17",0,"0,00","0,00"
2025-04-30 00:00:00-05:00,"24,35","28,17","24,23","24,70",0,"0,00","0,00"
2025-05-01 00:00:00-05:00,"23,94","25,18","23,30","24,60",0,"0,00","0,00"
2025-05-02 00:00:00-05:00,"23,63","24,32","22,34","22,68",0,"0,00","0,00"
2025-05-05 00:00:00-05:00,"24,25","24,63","22,81","23,64",0,"0,00","0,00"
2025-05-06 00:00:00-05:00,"23,97","25,11","23,90","24,76",0,"0,00","0,00"
2025-05-07 00:00:00-05:00,"24,56","25,62","23,29","23,55",0,"0,00","0,00"
2025-05-08 00:00:00-05:00,"22,84","23,61","21,88","22,48",0,"0,00","0,00"
2025-05-09 00:00:00-05:00,"22,40","22,82","21,83","21,90",0,"0,00","0,00"
2025-05-12 00:00:00-05:00,"19,84","20,44","18,14","18,39",0,"0,00","0,00"
2025-05-13 00:00:00-05:00,"18,69","18,85","17,65","18,22",0,"0,00","0,00"
2025-05-14 00:00:00-05:00,"18,10","18,82","18,06","18,62",0,"0,00","0,00"
2025-05-15 00:00:00-05:00,"19,19","19,38","17,77","17,83",0,"0,00","0,00"
2025-05-16 00:00:00-05:00,"17,96","17,96","17,15","17,24",0,"0,00","0,00"
2025-05-19 00:00:00-05:00,"19,84","19,92","17,92","18,14",0,"0,00","0,00"
2025-05-20 00:00:00-05:00,"18,46","18,68","17,70","18,09",0,"0,00","0,00"
2025-05-21 00:00:00-05:00,"18,77","21,05","17,77","20,87",0,"0,00","0,00"
2025-05-22 00:00:00-05:00,"20,62","22,07","19,64","20,28",0,"0,00","0,00"
2025-05-23 00:00:00-05:00,"20,14","25,53","19,83","22,29",0,"0,00","0,00"
